title,time_added,description_excerpt,image_url
2019 VOLKSWAGEN POLO VIVO HATCH 1.6 MAXX,6 hrs ago,formation displayIsofix child seat mountingsOuter Rear Rear fog lampsCup bottle holdersHeated exterior mirrorsSteer,https://i.ebayimg.com/images/g/~0sAAOSwDYZdlbNf/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.0 TSI GT,6 hrs ago,"r,Electric windows,Front ,column adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steer",https://i.ebayimg.com/images/g/dMsAAOSwoLRdjWMN/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,6 hrs ago,Electric windowsFront column adjustment (reach depth in out)Bluetooth connectivityAuxiliary inputPower steeringCent,https://i.ebayimg.com/images/g/PXQAAOSwAINde1C1/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.6 COMFORTLINE TIPTRONIC,6 hrs ago,"r,Electric windows,Front ,column adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steer",https://i.ebayimg.com/images/g/Y3oAAOSwru1dqCOd/s-l200.jpg
2019 VOLKSWAGEN POLO SEDAN 1.6i COMFORTLINE TIPTRONIC,6 hrs ago, displayIsofix child seat mountingsOuter Rear Rear fog lampsCup bottle holdersHeated exterior mirrorsSteering colum,https://i.ebayimg.com/images/g/yc0AAOSwFUVdmFID/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,6 hrs ago,"r,Electric windows,Front ,column adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steer",https://i.ebayimg.com/images/g/jwkAAOSwT9NdraLD/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,6 hrs ago,mn adjustment (reach depth in out)Bluetooth connectivityAuxiliary inputPower steeringCentral lockingRemote Air cond,https://i.ebayimg.com/images/g/iQAAAOSwfbJdbloM/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,6 hrs ago,Electric windowsFront column adjustment (reach depth in out)Bluetooth connectivityAuxiliary inputPower steeringCent,https://i.ebayimg.com/images/g/1xEAAOSwKWhdROFH/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 COMFORTLINE,6 hrs ago,"r,Electric windows,Front ,column adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steer",https://i.ebayimg.com/images/g/8AoAAOSwdkNdlbI1/s-l200.jpg
2019 VOLKSWAGEN POLO 2.0 TSI GTI DSG,6 hrs ago,EATHER SEAT PACKAGE  SOUTH AFRICA.LIGHT AND SIGHT PACKAGE.MULTICOLOR ACTIVE INFO DISPLAY SELECTION.PARK ASSIST WITH,https://i.ebayimg.com/images/g/wLwAAOSw9xJdlbOp/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,6 hrs ago,mn adjustment (reach depth in out)Bluetooth connectivityAuxiliary inputPower steeringCentral lockingRemote Air cond,https://i.ebayimg.com/images/g/1XoAAOSwQ8tdcMXT/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 TRENDLINE,6 hrs ago,"lumn adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steering,Central locking,Remote A",https://i.ebayimg.com/images/g/-zgAAOSw5cldblpU/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.6 HIGHLINE,6 hrs ago," Package - Drawer under Driver Seat,High level 3rd brake light,Cd player,Electric windows,Front ,column adjustment ",https://i.ebayimg.com/images/g/K60AAOSww9ddraLs/s-l200.jpg
2019 VOLKSWAGEN POLO VIVO HATCH 1.4 COMFORTLINE,6 hrs ago,"r,Electric windows,Front ,column adjustment (reach depth in out),Bluetooth connectivity,Auxiliary input,Power steer",https://i.ebayimg.com/images/g/xxoAAOSwXAFdpnSl/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG,6 hrs ago,"ack, Volkswagen ,Smoker's package: ashtray and cigarette ,Mobile phone interface,Light and Sight Package,Tilting an",https://i.ebayimg.com/images/g/zrsAAOSwwTZdlbKe/s-l200.jpg
VW Polo GTi CAV 1.4 Engine For Sale No Trade in Needed,6 hrs ago,"y for more information:Chris - 072 498 0012email: chris@motorsandmore.co.zawww.motorsandmore.co.za7 Brass Street, B",https://i.ebayimg.com/images/g/j3UAAOSwcUxc8QvK/s-l200.jpg
2012 Volkswagen Polo 1.6 Comfortline DSG,7 hrs ago,t: Tel: 0600753241AFTER HOURS: Gasia 0600753241Philip 0600753241Ash 0600753241Finance can be arrangedNo Deposit req,https://i.ebayimg.com/images/g/8p4AAOSw1MNdk0Me/s-l200.jpg
NEW 2018 - 2019 Polo Windscreen - Commercial Auto Glass ,7 hrs ago,ween Hospital and game ( Next door to Dekra ) N1 Tell: 021 447 3092Strand Tell: 021 850 8009 National Tell: 0861 57,https://i.ebayimg.com/images/g/QwMAAOSwlDVdb4dz/s-l200.jpg
5 Bedroom House for sale in Val de Vie Estate,7 hrs ago,(Vat & Transfer fees included)This beautiful designed single storey home offers seamless flow and space with a 30 s,https://i.ebayimg.com/images/g/NBkAAOSweMRdDJAN/s-l200.jpg
2016 Volkswagen Polo Hatch 1.2 TSI Highline,7 hrs ago,er -  81 kW @ 5000 rpmTorque -  175 Nm @ 4000 rpmEconomy - 5.1 l/100kmEmissions - 120 g/kmEmissions Rating - EU4Gea,https://i.ebayimg.com/images/g/6ocAAOSwtLZde3N5/s-l200.jpg
2012 Volkswagen Polo Hatch 1.4 Comfortline,7 hrs ago,X|Anti Theft - Immobiliser|Anti Theft - Alarm|Anti lock  Brakes|CD - Front Loader|Central Locking|Cloth Seats|Elect,https://i.ebayimg.com/images/g/XEYAAOSwS1Jdl4L2/s-l200.jpg
Perfect lock-up-and-go ground floor 2-bedroom unit in the Polo Village at Val de Vie Es...,7 hrs ago," the Polo Village at Val de Vie Estate offers the perfect lock-up-and-go solution boasting modern, stylish and qual",https://i.ebayimg.com/images/g/k4QAAOSwUPxdXZBb/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO GP 1.4 TRENDLINE 5DR,7 hrs ago,dlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/R9YAAOSwmxFdjhnJ/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO GP 1.4 TRENDLINE 5DR,7 hrs ago,dlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/R9YAAOSwmxFdjhnJ/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,-  70 kW @ 5000 rpmTorque -  175 Nm @ 2000 rpmEconomy - 4.5 l/100kmEmissions - 103 g/kmEmissions Rating - EU6Gears ,https://i.ebayimg.com/images/g/JP4AAOSwk1Rdjhxd/s-l200.jpg
2016 Volkswagen Polo 1.2 TSI Trendline,7 hrs ago,"ineExcellent condition. Aircon, Airbags, Electric windows front doors only, Radio & CD.BESSIE BESTER MOTORS.co.zaFo",https://i.ebayimg.com/images/g/ycoAAOSw1EZdkyIA/s-l200.jpg
2018 VOLKSWAGEN POLO POLO VIVO POLO VIVO 1.4 TRENDLINE (5DR),7 hrs ago,dlinePower -  55 kW @ 4800 rpmTorque -  130 Nm @ 3750 rpmEconomy - 5.7 l/100kmEmissions - 134 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/p8UAAOSw7vBdk2C5/s-l200.jpg
Fully furnished two bedroom apartment for sale in the Polo Village on Val de Vie,7 hrs ago,"h apartment with two bedrooms and two bathrooms located on the first floor and north facing, offering high specific",https://i.ebayimg.com/images/g/ZTIAAOSwSe1dDItt/s-l200.jpg
Vw polo 6 1.4 manual 2010,7 hrs ago,"ing, central locking, electric windows , aircon, radio CD player, 216kms service book, neat inside n out very good ",https://i.ebayimg.com/images/g/HoQAAOSw63tdrfya/s-l200.jpg
2014 Volkswagen Polo Vivo Hatch 1.4 Trendline 5dr,7 hrs ago,dlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/WrIAAOSwishdqKJx/s-l200.jpg
2014 Volkswagen Polo Hatch 1.6 TDI Comfortline,7 hrs ago,Power -  77 kW @ 4400 rpmTorque -  250 Nm @ 1500 rpmEconomy - 4.2 l/100kmEmissions - 109 g/kmEmissions Rating - EU4,https://i.ebayimg.com/images/g/VCMAAOSwmXtdoL9b/s-l200.jpg
2011 Volkswagen Polo Vivo Sedan 1.4 Trendline ,7 hrs ago,dlinePower -  63 kW @ 5000 rpmTorque -  132 Nm @ 3600 rpmEconomy - 6.2 l/100kmEmissions - 147 g/kmEmissions Rating ,https://i.ebayimg.com/images/g/MA8AAOSwv~ddnwS2/s-l200.jpg
2018 Volkswagen Polo Hatch 1.0 TSI Comfortline DSG,7 hrs ago,ti lock  Brakes|Anti Theft - Alarm|AUX|Balance of service plan and warranty|Cloth Seats|Electric Windows|Full Servi,https://i.ebayimg.com/images/g/UNoAAOSwNhNdqEQD/s-l200.jpg
2018 Volkswagen Polo Hatch 1.0 TSI Comfortline DSG,7 hrs ago,Power -  70 kW @ 5000 rpmTorque -  175 Nm @ 2000 rpmEconomy - 4.7 l/100kmEmissions - 107 g/kmEmissions Rating - EU6,https://i.ebayimg.com/images/g/oB4AAOSwvE1dZBWo/s-l200.jpg
2018 Volkswagen Polo Hatch 1.0 TSI Comfortline DSG,7 hrs ago,Power -  70 kW @ 5000 rpmTorque -  175 Nm @ 2000 rpmEconomy - 4.7 l/100kmEmissions - 107 g/kmEmissions Rating - EU6,https://i.ebayimg.com/images/g/7rsAAOSwdd5dUo5m/s-l200.jpg
VOLKSWAGEN POLO 6 AUTO CAR PARTS,7 hrs ago,"W POLO 6 LEFT TAIL LIGHT         R750VW POLO 6 COMPLETE FRONT DOOR HANDLE, LEFT & RIGHT  R250 EACHVW POLO 6 FRONT D",https://i.ebayimg.com/images/g/4ioAAOSwjONdrrVD/s-l200.jpg
VW Polo MK5 (6R) MP3 Radio,7 hrs ago,P3 car radio with integrated CD drive and CD changer interface provides every vehicle with cool music. The Volkswag,https://i.ebayimg.com/images/g/kQYAAOSw1PFdWuMf/s-l200.jpg
VOLKSWAGEN AUTO CAR PARTS,7 hrs ago,"RTISED, AVAILABLE.*** ALSO AVAILABLE ON WEEKENDS ***VW Polo Vivo Sedan Rear Bumper     R850VW Caddy 2017 LEFT FOGLI",https://i.ebayimg.com/images/g/zqgAAOSwijBdrrUA/s-l200.jpg
Polo Village - Trendy 2 Bedroom Hurlingham Apartment For Sale,7 hrs ago,ra-luxurious north facing ground floor apartment offers super spacious apartment living. Two bedrooms both with en-,https://i.ebayimg.com/images/g/uxcAAOSwNZxcxv0R/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,7 hrs ago,ontrolSmokers packageApp – Connect including Apple and Android Car PlayLights and Vision package – auto dim mirrors,https://i.ebayimg.com/images/g/NugAAOSwOIJdYJ4Y/s-l200.jpg
2016 VOLKSWAGEN POLO GP 1.2 TSI HIGHLINE DSG (81KW),7 hrs ago,GPower -  81 kW @ 5000 rpmTorque -  175 Nm @ 4000 rpmEconomy - 5.1 l/100kmEmissions - 122 g/kmEmissions Rating - EU,https://i.ebayimg.com/images/g/gjMAAOSwQGtdlgLm/s-l200.jpg
"Volkswagen Polo Vivo Hatch 1.6 GT 3-door, Silver with 104000km, for sale!",7 hrs ago,", p/steering, c/locking, a/bags,  and all std optionsTrade ins accepted.Approved dealership.We also do telephone ap",https://i.ebayimg.com/images/g/1kgAAOSwzZFdpdVW/s-l200.jpg
Calling all VW POLO owners  Commercial Auto Spares and Glass,7 hrs ago," Commercial Auto Spares & Glass for all your POLO lamps, mirrors, SABS approved windscreens and auto glass! We also",https://i.ebayimg.com/images/g/wugAAOSwfZdc3rSj/s-l200.jpg
Stand on the Pearl Valley Jack Nicklaus Signature Golf Course on Val de Vie Estate,7 hrs ago,ul 1250m² stand is perched right on the edge of the magnificent 12th fairway with views along the fairway of the Dr,https://i.ebayimg.com/images/g/IlcAAOSw3jpc3Cv8/s-l200.jpg
2012 Volkswagen Crosspolo 1.6 TDI for sale!,7 hrs ago,..Buy your car from a reputable dealership with 35 years in the industry..We work hard to make you the best deal on,https://i.ebayimg.com/images/g/AtsAAOSwvjtcXS34/s-l200.jpg
2008 Volkswagen Polo 1.6 comfortline in showroom condition (1 owner),7 hrs ago,Polo 1.6 comfortline with only 179000kms. Comprehensive full service history at VW agents and RMI approved agentsPo,https://i.ebayimg.com/images/g/6KYAAOSwQXZdrrHt/s-l200.jpg
"2014 VW Polo 1.2 TSI Trendline with 104000kms, Call or Whatsapp Bibi 082 755 6298",7 hrs ago,"ehicles: WWW.PRESTIGEAUTOS.CO.ZA2014 VW Polo 6 1.2TSi Trendline Now AvailableFULL SERVICE HISTORYPOWER STEERING, CE",https://i.ebayimg.com/images/g/2P8AAOSwgeZdrrHx/s-l200.jpg
2014 Volkswagen Polo Vivo Sedan,7 hrs ago,"lueline is in very good condition,service history up to date...only for R135 000!!!",https://i.ebayimg.com/images/g/RwIAAOSwkZldrhSq/s-l200.jpg
 Polo Playa ,7 hrs ago, with rubber. ,https://i.ebayimg.com/images/g/sGUAAOSwcaZdrrHF/s-l200.jpg
2006 VW Polo 1.4 spare parts for sale,7 hrs ago,"le. Contact our sales team or visit us on availability and pricing.Close, Brackenfell, Cape Town. Google map us All",https://i.ebayimg.com/images/g/RIsAAOSwW7hdrrB8/s-l200.jpg
2003 VW Polo 1.6 BAH spares for sale,7 hrs ago,"e. Contact our sales team or visit us on availability and pricing.Close, Brackenfell, Cape Town. Google map us Allt",https://i.ebayimg.com/images/g/qIIAAOSwBGRdrrGB/s-l200.jpg
2015 Volkswagen Polo 1.2 TSI Trendline,7 hrs ago,ED PAARDEN EILANDWe offer the following to give you peace of mind and happy motoring.-Comprehensive 160- point vehi,https://i.ebayimg.com/images/g/4AkAAOSwijRdnLeH/s-l200.jpg
2018 Volkswagen Polo 1.0 Comfortline,7 hrs ago,"land, thank you for visiting our page. Please speak to us if there is anything we can do to make your purchase more",https://i.ebayimg.com/images/g/jYUAAOSwU0VdnLcp/s-l200.jpg
2018 Volkswagen Polo 1.0 Comfortline,7 hrs ago,today - 0600706099WHY BUY FROM IMPERIAL FORD PRE-OWENED PAARDEN EILANDWe offer the following to give you peace of m,https://i.ebayimg.com/images/g/wtoAAOSwzwpdnLda/s-l200.jpg
2018 Volkswagen Polo Sedan 1.6i Comfortline,7 hrs ago,ED PAARDEN EILANDWe offer the following to give you peace of mind and happy motoring.-Comprehensive 160- point vehi,https://i.ebayimg.com/images/g/TRoAAOSwAO5dm2Y3/s-l200.jpg
2018 Volkswagen Polo Vivo hatch 1.4 Trendline,7 hrs ago,y Wheels|Anti lock  Brakes|AUX|Central Locking|Cloth Seats|Electric Windows|Full Service History|Power Steering|Spa,https://i.ebayimg.com/images/g/GmcAAOSw08ddnbdp/s-l200.jpg
2018 Volkswagen Polo Hatch 1.0 TSI Comfortline DSG,7 hrs ago,ti lock  Brakes|Anti Theft - Alarm|AUX|Balance of service plan and warranty|Cloth Seats|Electric Windows|Full Servi,https://i.ebayimg.com/images/g/hJUAAOSwwQ5dbqCw/s-l200.jpg
2016 Volkswagen Polo Hatch 1.2 TSI Trendline,7 hrs ago,arm|AUX|Cloth Seats|Central Locking|Full Service History|Power Steering|Service History Available|Spare Key|USB||||,https://i.ebayimg.com/images/g/x9kAAOSwXKddpK0g/s-l200.jpg
"2015 VW Polo Vivo Sedan 1.4 Trendline, R3099PM, Call or Whatsapp Bibi 082 755 6298",7 hrs ago,"ehicles: WWW.PRESTIGEAUTOS.CO.ZA2015 VW Polo Vivo 1.4 Sedan TrendlineONLY 52000kmsLike New, One OwnerIdeal for Uber",https://i.ebayimg.com/images/g/t9AAAOSwURhdrrC5/s-l200.jpg
Luxurious two bedroom Ambrosia Apartment,7 hrs ago,"he Stefan Antoni designed Polo Village is this luxurious two bedroom, two bathroom Ambrosia apartment.  The North f",https://i.ebayimg.com/images/g/MjcAAOSwEShc3CQ3/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,!Remainder of Warranty 3yrs/120 000km & Service Plan 3yrs/45  000km Full Service History & Spare KeyVehicle Locatio,https://i.ebayimg.com/images/g/PZkAAOSwczxdpJMB/s-l200.jpg
2015 VOLKSWAGEN POLO GP 1.2 TSI COMFORTLINE (66KW),7 hrs ago,!Full Service HistorySpare KeyVehicle Location: (Eastern Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE availa,https://i.ebayimg.com/images/g/UPoAAOSwKLVdSZBB/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,!Remainder of Warranty 3yrs/120 000km & Service Plan 3yrs/45 000kmFull Service History & Spare KeyVehicle Location:,https://i.ebayimg.com/images/g/gmMAAOSwQXZdpJMd/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO 1.4 TRENDLINE 5Dr,7 hrs ago,"! Full Service History , Spare KeyVehicle Location: (Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE av",https://i.ebayimg.com/images/g/sJcAAOSwvdxdbSdx/s-l200.jpg
2015 VOLKSWAGEN POLO VIVO GP 1.4 CONCEPTLINE 5DR,7 hrs ago,! Vehicle Location: (Eastern Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE available through all Major Banks!,https://i.ebayimg.com/images/g/G5wAAOSwqApdlHcq/s-l200.jpg
2017 VOLKSWAGEN POLO GP 1.2 TSI TRENDLINE (66KW),7 hrs ago,!Remainder of Warranty Full Service History & Spare KeyVehicle Location: (Kuruman)TRADE-IN'S Welcome!NATIONWIDE Del,https://i.ebayimg.com/images/g/-scAAOSwD5NdhW8~/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,!Remainder of Warranty 3yrs/120 000km & Service Plan 3yrs/45000km Full Service History & Spare KeyVehicle Location:,https://i.ebayimg.com/images/g/D9cAAOSwy2BdpJM5/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO 1.4 COMFORTLINE (5DR),7 hrs ago,!  Vehicle Location: (KZN)WARRANTY 3 YEARS /120000KMLEATHER INTERIOR TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE,https://i.ebayimg.com/images/g/m6sAAOSwFW9dQmRr/s-l200.jpg
2018 VOLKSWAGEN POLO VIVO GP 1.4 CONCEPTLINE,7 hrs ago,"! Full Service History , Spare KeyVehicle Location: (Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE av",https://i.ebayimg.com/images/g/9SsAAOSwctxdZT1H/s-l200.jpg
This 2016 Volkswagen Polo Vivo 1.4 can be yours for as little as R2950 per month!!!,7 hrs ago,"can be yours for as little as R2950 per month!!!Car is like new, only 42 000km on the clock! This is the ideal vehi",https://i.ebayimg.com/images/g/Il0AAOSwxJ9cDref/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI HIGHLINE DSG (85KW),7 hrs ago,"!  Remainder Of Warranty & Service PlanFull service History & Spare KeyRline Mags & New Tyres, Smash & Grab,Sun Roo",https://i.ebayimg.com/images/g/uFcAAOSwX6VdVr1g/s-l200.jpg
This 2015 Volkswagen Polo 1.2 TSI Highline (SUNROOF) can be yours for as little as R3850 per month!!,7 hrs ago,ne can be yours for as little as R3850 per month.This is the ideal vehicle for a student or a little run around. Cl,https://i.ebayimg.com/images/g/RzgAAOSw78hdTvzg/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO GP 1.4 CONCEPTLINE 5DR,7 hrs ago,!  Full Service History & Spare Key Vehicle Location: (KZN)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE available,https://i.ebayimg.com/images/g/LxIAAOSw07ddlIPX/s-l200.jpg
This 2015 Volkswagen Polo 1.2 TSI Highline can be yours for as little as R3800 per month!!!,7 hrs ago,"ighline can be yours for as little as R3800 per month.This is the ideal vehicle for a Family run around. Clean, rel",https://i.ebayimg.com/images/g/L-4AAOSwAVldTv6p/s-l200.jpg
2017 VOLKSWAGEN POLO VIVO GP 1.4 STORM 5DR,7 hrs ago,! Vehicle Location: (Durbanville  / Western Cape) TRADE IN'S WELCOME. NATION WIDE DELIVERY!! FINANCE AVAILABLE WITH,https://i.ebayimg.com/images/g/RWQAAOSwz~RdQl20/s-l200.jpg
2017 VOLKSWAGEN POLO GP 1.2 TSI TRENDLINE (66KW),7 hrs ago,"! Remainder of Motor Plan December 2019.Vehicle Location: (Tokai, Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delive",https://i.ebayimg.com/images/g/KgsAAOSwXKNdQl5l/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,!Remainder of Warranty 3yrs /120 000k & Service Plan 3yrs/45 000kmFull Service History & Spare KeyVehicle Location:,https://i.ebayimg.com/images/g/5bwAAOSwDIJdpJMJ/s-l200.jpg
2018 VOLKSWAGEN POLO 1.0 TSI TRENDLINE,7 hrs ago,!Remainder of Warranty 3yrs/120 000km & Service Plan 3yrs/45000kmFull Service History & Spare KeyVehicle Location: ,https://i.ebayimg.com/images/g/lVwAAOSwlwtdpJMm/s-l200.jpg
2015 VOLKSWAGEN POLO GP 1.2 TSI TRENDLINE (66KW),7 hrs ago,!  SERVICE PLAN TILL 120 000KMVehicle Location: (KZN)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE available throu,https://i.ebayimg.com/images/g/XPwAAOSwlyxdQmf8/s-l200.jpg
2015 VOLKSWAGEN POLO GP 1.2 TSI HIGHLINE (81KW),7 hrs ago,"! Remainder of Motor Plan 2020.Vehicle Location: (Salt River, Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!F",https://i.ebayimg.com/images/g/AUUAAOSwjrZdQmCa/s-l200.jpg
2016 VOLKSWAGEN POLO VIVO GP 1.4 TRENDLINE TIP,7 hrs ago,"! FSH, NEW TYRESVehicle Location: (Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE available through al",https://i.ebayimg.com/images/g/6mEAAOSwDg9dlHpe/s-l200.jpg
2017 VOLKSWAGEN POLO GP 1.2 TSI COMFORTLINE (66KW),7 hrs ago,"! Remainder of 3 Years/120 000 KM Warranty Plan 2020, Cruise Control, Panoramic Sunroof, Mud Flaps, 16"" Rims, Smoke",https://i.ebayimg.com/images/g/xI8AAOSwfbJdQmCy/s-l200.jpg
2017 VOLKSWAGEN CITIVIVO 1.4 5DR,7 hrs ago,"! Remainder of 3 Year/120 000 KM Motor Plan August 2020, Smash and Grab.Vehicle Location: (Thornton, Western Cape)T",https://i.ebayimg.com/images/g/BYkAAOSwsXpdQl0D/s-l200.jpg
2017 VOLKSWAGEN POLO VIVO GP 1.4 TRENDLINE,7 hrs ago,"! Remainder of 3 Years Warranty September 2020, Bluetooth.Vehicle Location: (Parow, Western Cape)TRADE-IN'S Welcome",https://i.ebayimg.com/images/g/~IIAAOSwXchdQl0b/s-l200.jpg
2012 Volkswagen Polo 1.2 TDI BlueMotion for sale!,7 hrs ago,"Multi-functional steering wheel, Alloy wheels and more.Very light on fuel.Trade-ins are welcome and finance can be ",https://i.ebayimg.com/images/g/MyUAAOSwT7NdpYdb/s-l200.jpg
POLO TSI SPOTLIGHTS WITH COVERS,7 hrs ago, BULBS,https://i.ebayimg.com/images/g/hUIAAOSw1SJbgSmN/s-l200.jpg
2013 Volkswagen Polo Sedan Sedan,7 hrs ago,ry clean.,https://i.ebayimg.com/images/g/ZqQAAOSwPa9drq-b/s-l200.jpg
2015 Volkswagen Polo Vivo Hatch 1.4 Trendline for sale!,7 hrs ago,wn hatch has proven itself over time. Plenty of storage space and leg room. Make your appointment today to see this,https://i.ebayimg.com/images/g/amEAAOSwF2xdpnXw/s-l200.jpg
POLO 9N FOGS WITH COVERS,7 hrs ago,...,https://i.ebayimg.com/images/g/WSsAAOSw21Rb0xLx/s-l200.jpg
Cross Polo 1.6,7 hrs ago,tral lockingcloth interiorElectric mirrors Electric windowsFSHImmobilizerSpare keyVolkswagen Polo Crosspolo 1.6Powe,https://i.ebayimg.com/images/g/KekAAOSw1mZdnEzE/s-l200.jpg
"2015 Volkswagen Polo Vivo Hatch 1.4 Conceptline, Silver with 68241km available now!",7 hrs ago, vehicle was always garaged and extremely well cared for.We do trade ins and arrange finance.Deliver country wideCa,https://i.ebayimg.com/images/g/v0IAAOSwHuxdnbH~/s-l200.jpg
"2017 Volkswagen Polo 1.2 TSI Highline DSG, Red with 29019km available now!",7 hrs ago,ty is like new...This one owner vehicle is in excellent condition.Can see it was always garaged and well care for.W,https://i.ebayimg.com/images/g/BiAAAOSwLARdpcrW/s-l200.jpg
=75000km=VOLKSWAGEN  POLO 1.4 Eclipse,7 hrs ago,"IMITED KM,S MECHANICAL WARRANTY INCLUDED!!! THIS MONTH ONLY !!!(Terms and Conditions below) Please view our website",https://i.ebayimg.com/images/g/YiMAAOSwLP9dlDZ0/s-l200.jpg
=85000km=Volkswagen Polo 1.4 Trendline,7 hrs ago,"Afrikaans)JURIE SWART--0743636681 (Sales Manager)Alternative Contact:NEW ARRIVAL!!! FREE TWO YEAR UNLIMITED KM,S ME",https://i.ebayimg.com/images/g/YYcAAOSwDIJdla6A/s-l200.jpg
=86000km= Volkswagen Polo Vivo Hatch 1.4 Zest with 86000km available now!,7 hrs ago,th only 86000km. With service history and last service done @ 86000kmPrevious  Lady owner and this VW was superbly ,https://i.ebayimg.com/images/g/EGsAAOSwFNBdlaWP/s-l200.jpg
"Two-bedroom, ground floor apartment to rent on Val de Vie Estate",7 hrs ago, offering two bedrooms and two bathrooms. Enjoy access to all the wonderful facilities Val de Vie Estate has to off,https://i.ebayimg.com/images/g/6w0AAOSwuIRdHIRm/s-l200.jpg
THE ACRES AT VAL DE VIE ESTATE OFFERS OPEN LIVING SPACES,7 hrs ago,new development – The Acres – consisting of a selection of stands from 700 m² to an Acre in size (4040 m²). Followi,https://i.ebayimg.com/images/g/FhcAAOSwe8JcwuzE/s-l200.jpg
MAGNIFICENT HOME ON THE GOLF COURSE,7 hrs ago,"lity finishes and architectural flow, this beautiful home boasts a true sense of style and elegance, offering moder",https://i.ebayimg.com/images/g/sAYAAOSwGrVcxumB/s-l200.jpg
2019 VOLKSWAGEN POLO 1.0 TSI COMFORTLINE,7 hrs ago,r -  70 kW @ 5000 rpmTorque -  175 Nm @ 2000 rpmEconomy - 4.5 l/100kmEmissions - 103 g/kmEmissions Rating - EU6Gear,https://i.ebayimg.com/images/g/XHkAAOSw6HtdY-1X/s-l200.jpg
"2018 VW POLO VIVO 1.4 TRENDLINE ONLY 28000kms, 1 Owner, +/-R3199PM",7 hrs ago,ehicles: WWW.PRESTIGEAUTOS.CO.ZA2018 VW POLO VIVO 1.4 TRENDLINE with ONLY 28000kmsEstimated installment from R3199P,https://i.ebayimg.com/images/g/TvgAAOSwwS5drq6n/s-l200.jpg
2014 Volkswagen Polo Hatch 1.2 TSI Comfortline,7 hrs ago,BS|Airbags|Air Con|Alloy Wheels|Anti Theft - Alarm|Anti Theft - Immobiliser|Bluetooth Connectivity|Cloth Seats|Dayt,https://i.ebayimg.com/images/g/WC4AAOSwYVpdkyvK/s-l200.jpg
